經營管理主管,管理財經
基層管理幹部,管理財經
儲備幹部,管理財經
特別助理,管理財經
人事／人力資源主管,管理財經
人事／人力資源專員,管理財經
教育訓練人員,管理財經
人力／外勞仲介,管理財經
人事助理,管理財經
行政主管,管理財經
總務主管,管理財經
行政人員,管理財經
學校行政人員,管理財經
總務人員,管理財經
高階祕書,管理財經
祕書,管理財經
電腦操作／資料輸入,管理財經
檔案資料管理人員,管理財經
文件管理師,管理財經
總機／接待／櫃檯人員,管理財經
工讀生,管理財經
行政助理,管理財經
法務主管,管理財經
律師,管理財經
實習律師,管理財經
代書／地政士,管理財經
法務人員,管理財經
商標／專利人員,管理財經
工商登記服務類人員,管理財經
法務助理,管理財經
財務／會計主管,管理財經
會計師,管理財經
財務分析人員,管理財經
財務人員,管理財經
主辦會計,管理財經
成本會計人員,管理財經
會計／出納／記帳人員,管理財經
查帳／審計人員,管理財經
稽核主管,管理財經
稽核人員,管理財經
稅務人員,管理財經
財務／會計助理,管理財經
金融專業主管,管理財經
金融研究人員,管理財經
承銷人員,管理財經
金融營業人員,管理財經
投資理財人員,管理財經
銀行辦事人員,管理財經
統計精算人員,管理財經
不動產審核／估價師,管理財經
保險業務員／經紀人,管理財經
融資／信用業務人員,管理財經
授權／授信／徵信人員,管理財經
信用卡類人員,管理財經
帳款催收人員,管理財經
核保／保險內勤人員,管理財經
理賠人員,管理財經
券商後線人員,管理財經
股務人員,管理財經
廣告／行銷企劃主管,行銷業務
公關企劃人員,行銷業務
媒體公關主管,行銷業務
行銷企劃人員,行銷業務
活動企劃人員,行銷業務
婚禮企劃人員,行銷業務
網站企劃人員,行銷業務
廣告採購人員,行銷業務
媒體公關人員,行銷業務
廣告文案企劃人員,行銷業務
市場調查／分析人員,行銷業務
行銷企劃助理,行銷業務
產品企劃主管,行銷業務
編採主管,行銷業務
產品企劃人員,行銷業務
社群經營人員,行銷業務
數位行銷人員,行銷業務
策展人,行銷業務
發行企劃／出版人員,行銷業務
遊戲企劃人員,行銷業務
專案管理主管,行銷業務
ERP專案管理師,行銷業務
專案管理師,行銷業務
店長／門市管理人員,行銷業務
大型賣場管理人員,行銷業務
門市／店員／專櫃人員,行銷業務
駐點銷售人員,行銷業務
售票／收銀人員,行銷業務
國內業務主管,行銷業務
國外業務主管,行銷業務
專案業務主管,行銷業務
國內業務人員,行銷業務
補習班招生人員,行銷業務
加盟／招商人員,行銷業務
國外業務人員,行銷業務
廣告AE,行銷業務
電話行銷主管,行銷業務
電話行銷人員,行銷業務
醫藥業務代表,行銷業務
不動產經紀人／營業員,行銷業務
汽車銷售人員,行銷業務
傳直銷人員,行銷業務
駐校代表,行銷業務
業務助理,行銷業務
商品開發人員,行銷業務
通路開發人員,行銷業務
國貿人員,行銷業務
國貿助理,行銷業務
船務,行銷業務
報關人員,行銷業務
保稅人員,行銷業務
客服主管,客服支援
電話客服人員,客服支援
電訪人員,客服支援
客服人員,客服支援
旅遊休閒類主管,客服支援
餐飲主管,客服支援
餐飲領班,客服支援
飯店／旅館主管,客服支援
房務人員,客服支援
飯店／旅館櫃檯人員,客服支援
飯店／旅館服務人員,客服支援
空服人員,客服支援
休閒娛樂事業從業人員,客服支援
地勤人員,客服支援
遊樂景點工作人員,客服支援
導遊／領隊／導覽,客服支援
OP／票務人員／旅行社人員,客服支援
美容師,客服支援
美髮講師／技導,客服支援
髮型設計師,客服支援
整體造型師,客服支援
美容講師／技導,客服支援
美療師／芳療師,客服支援
寵物美容專業人員,客服支援
美甲彩繪師,客服支援
美容助理,客服支援
美髮助理,客服支援
美睫師,客服支援
技術支援主管,客服支援
維修技術主管,客服支援
產品設備維修人員,客服支援
電器產品維修人員,客服支援
業務工程師,客服支援
電腦組裝／維修,客服支援
電機維修人員,客服支援
通信維修人員,客服支援
冷凍空調技術人員／安裝員,客服支援
汽車引擎技術人員,客服支援
汽車維修人員,客服支援
其他車輛維修人員,客服支援
機車維修人員,客服支援
飛機修護員,客服支援
電子設備維修人員,客服支援
網路及電信線路架設人員,客服支援
精密儀器製造維修人員,客服支援
客服工程師／FAE,客服支援
軟體專案主管,製造工程
韌體研發類主管,製造工程
網站技術主管,製造工程
電子商務技術主管,製造工程
通訊軟體工程師,製造工程
軟體工程師,製造工程
APP工程師,製造工程
韌體工程師,製造工程
網站程式設計師,製造工程
系統分析師,製造工程
系統工程師,製造工程
電玩程式設計師,製造工程
資訊助理人員,製造工程
助理工程師,製造工程
BIOS工程師,製造工程
演算法開發工程師,製造工程
MIS／網管主管,製造工程
資料庫管理人員,製造工程
MIS工程師,製造工程
MES工程師,製造工程
網路管理工程師,製造工程
系統維護員／操作員,製造工程
資訊安全分析師,製造工程
硬體工程研發主管,製造工程
光電工程研發主管,製造工程
通訊工程研發主管,製造工程
電子工程主管,製造工程
半導體工程研發主管,製造工程
機械工程主管,製造工程
電機工程主管,製造工程
電機技師／工程師,製造工程
機械工程師,製造工程
汽車研發人員,製造工程
機構工程師,製造工程
機電技師／工程師,製造工程
微機電工程師,製造工程
電子工程師,製造工程
零組件工程師,製造工程
電腦硬體研發工程師,製造工程
PCB-Layout佈局工程師,製造工程
電源工程師,製造工程
類比IC設計工程師,製造工程
IC設計工程師,製造工程
數位IC設計工程師,製造工程
半導體工程師,製造工程
光電工程師,製造工程
光學工程師,製造工程
電信／通訊系統工程師,製造工程
RF通訊工程師,製造工程
IC佈局工程師,製造工程
工程助理,製造工程
電子／通訊工程助理,製造工程
光電／半導體工程助理,製造工程
其他特殊工程人員,製造工程
